"goods_no","goods_name","brand_name","category_name","supplier_name","sale_price","final_price"
"A000000232212","[모공에센스] VT 리들샷 100 에센스 30ml 더블 기획(+피디알엔 에센스 100 1.5ml*3ea)","VT","에센스","주식회사 홍천엠앤티","31500","19700"
